"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"148",NA,"Victor Oladipo","SG",96,96,78,92,91,88,45,NA,NA,NA
"149",NA,"Joe Johnson","SF",96,96,75,85,85,80,47,NA,NA,NA
"150",NA,"Rajon Rondo","PG",96,90,68,98,96,92,83,NA,NA,NA
"151",NA,"Mark Price","PG",96,98,61,94,87,76,38,NA,NA,NA
"152",NA,"Kemba Walker","PG",96,98,62,97,90,77,45,NA,NA,NA
"153",NA,"James Harden","SG",96,96,84,97,92,76,67,NA,NA,NA
"154",NA,"Bradley Beal","SG",96,97,74,90,89,80,68,NA,NA,NA
"155",NA,"Derrick Rose","PG",96,93,78,94,95,78,49,NA,NA,NA
"156",NA,"Devin Booker","SG",96,98,76,88,80,78,71,NA,NA,NA
"157",NA,"Nikola Jokic","C",96,90,93,87,89,88,98,NA,NA,NA
"158",NA,"Dominique Wilkins","SF",96,91,90,81,91,86,77,NA,NA,NA
"159",NA,"Grant Hill","SF",96,90,83,78,91,81,77,NA,NA,NA
"160",NA,"Allen Iverson","SG",96,94,67,95,94,80,43,NA,NA,NA
"161",NA,"Peja Stojakovic","SG",96,96,79,74,82,83,81,NA,NA,NA
"162",NA,"Gary Payton","PG",96,96,76,98,95,90,63,NA,NA,NA
"163",NA,"Jo Jo White","PG",96,90,72,94,90,84,31,NA,NA,NA
"164",NA,"Pete Maravich","SG",96,96,71,97,88,82,66,NA,NA,NA
"165",NA,"Shawn Kemp","PF",95,83,96,63,92,85,95,NA,NA,NA
"166",NA,"Rick Barry","SF",95,94,85,89,87,88,85,NA,NA,NA
"167",NA,"Tim Hardaway","PG",95,91,59,95,91,79,44,NA,NA,NA
"168",NA,"Joe Dumars","SG",95,93,62,86,89,87,37,NA,NA,NA
"169",NA,"Wes Unseld","C",95,76,96,89,90,89,98,NA,NA,NA
"170",NA,"Demarcus Cousins","C",95,91,95,78,89,88,98,NA,NA,NA
"171",NA,"Hassan Whiteside","C",95,67,88,59,83,90,98,NA,NA,NA
"172",NA,"Stephen Curry","PG",95,98,63,96,88,76,52,NA,NA,NA
"173",NA,"Lebron James","SF",95,89,91,91,93,89,71,NA,NA,NA
"174",NA,"Russell Westbrook","PG",95,92,81,98,95,83,93,NA,NA,NA
"175",NA,"James Worthy","SF",95,87,94,83,89,88,81,NA,NA,NA
"176",NA,"Spencer Dinwiddie","PG",95,97,68,96,81,80,57,NA,NA,NA
"177",NA,"Bob Pettit","PF",95,90,89,66,85,84,97,NA,NA,NA
"178",NA,"Penny Hardaway","PG",95,91,84,93,92,88,74,NA,NA,NA
"179",NA,"Alonzo Mourning","C",95,71,94,56,84,94,96,NA,NA,NA
"180",NA,"Dwight Howard","C",95,63,94,52,87,94,99,NA,NA,NA
"181",NA,"Lamarcus Aldridge","PF",95,90,92,59,84,85,96,NA,NA,NA
"182",NA,"Jason Richardson","SG",95,93,90,85,89,83,75,NA,NA,NA
"183",NA,"Jaylen Brown","SF",95,94,83,79,91,87,55,NA,NA,NA
"184",NA,"Marcus Smart","PG",95,90,81,87,94,90,83,NA,NA,NA
"185",NA,"Marcus Morris","SF",95,90,88,60,90,90,87,NA,NA,NA
"186",NA,"Al Horford","C",95,91,92,72,79,93,89,NA,NA,NA
"187",NA,"Jayson Tatum","SF",95,95,83,75,85,85,80,NA,NA,NA
"188",NA,"Terry Rozier","PG",95,96,77,95,92,87,69,NA,NA,NA
"189",NA,"Kevin Love","PF",95,91,87,66,80,83,97,NA,NA,NA
"190",NA,"Andrei Kirilenko","SF",95,92,89,89,93,98,92,NA,NA,NA
"191",NA,"Chris Paul","PG",95,96,72,98,93,90,43,NA,NA,NA
"192",NA,"P.J. Tucker","SF",95,89,73,79,90,96,93,NA,NA,NA
"193",NA,"Trevor Ariza","SF",95,85,80,79,86,95,69,NA,NA,NA
"194",NA,"Elton Brand","C",95,80,95,52,84,90,98,NA,NA,NA
"195",NA,"Andre Iguodala","SG",95,84,80,86,90,93,69,NA,NA,NA
"196",NA,"Sleepy Floyd","PG",95,92,70,97,86,82,58,NA,NA,NA
"197",NA,"J.R. Smith","SG",95,97,76,87,86,79,42,NA,NA,NA
"198",NA,"Earl Monroe","PG",94,93,69,93,92,80,55,NA,NA,NA
"199",NA,"Scottie Pippen","SF",94,89,82,84,91,94,65,NA,NA,NA
"200",NA,"Deron Williams","PG",94,96,72,98,93,85,59,NA,NA,NA
"201",NA,"George McGinnis","PF",94,86,94,75,85,88,97,NA,NA,NA
"202",NA,"Marcus Camby","C",94,80,91,40,82,93,98,NA,NA,NA
"203",NA,"Klay Thompson","SG",94,96,76,78,88,92,56,NA,NA,NA
"204",NA,"Julius Erving","SF",94,92,91,83,92,87,82,NA,NA,NA
"205",NA,"Ralph Sampson","C",94,76,85,48,82,92,97,NA,NA,NA
"206",NA,"Deandre Jordan","C",94,51,90,38,87,97,99,NA,NA,NA
"207",NA,"Dirk Nowitzki","PF",94,96,86,70,76,77,87,NA,NA,NA
"208",NA,"Jerry Lucas","PF",94,93,83,70,83,85,98,NA,NA,NA
"209",NA,"Clyde Drexler","SG",94,91,87,82,91,86,80,NA,NA,NA
"210",NA,"Gail Goodrich","SG",94,96,66,83,87,82,58,NA,NA,NA
"211",NA,"Adrian Dantley","SF",94,91,90,86,93,77,74,NA,NA,NA
"212",NA,"Dennis Rodman","PF",94,56,79,55,90,99,99,NA,NA,NA
"213",NA,"Victor Oladipo","SG",94,95,76,92,88,83,45,NA,NA,NA
"214",NA,"Ben Simmons","SF",94,73,88,96,92,89,92,NA,NA,NA
"215",NA,"Dave Debusschere","PF",94,92,91,86,90,98,96,NA,NA,NA
"216",NA,"Alex English","SF",94,90,96,79,92,87,75,NA,NA,NA
"217",NA,"Arvydas Sabonis","C",94,86,84,86,78,82,96,NA,NA,NA
"218",NA,"Michael Redd","SG",94,96,76,78,86,79,41,NA,NA,NA
"219",NA,"Drazen Petrovic","SG",94,97,70,81,85,79,53,NA,NA,NA
"220",NA,"Paul Pierce","SF",94,94,87,83,88,88,76,NA,NA,NA
"221",NA,"Kevin Durant","SF",94,95,86,80,82,78,82,NA,NA,NA
"222",NA,"David Thompson","SG",94,91,87,82,92,85,76,NA,NA,NA
"223",NA,"Chauncey Billups","PG",94,97,61,96,94,89,48,NA,NA,NA
"224",NA,"Kawhi Leonard","SF",94,92,85,77,86,88,64,NA,NA,NA
"225",NA,"Isaiah Thomas","PG",94,97,60,98,91,65,45,NA,NA,NA
"226",NA,"Larry Bird","SF",94,91,74,81,84,86,87,NA,NA,NA
"227",NA,"Rashard Lewis","SF",94,94,83,74,86,81,71,NA,NA,NA
"228",NA,"Baron Davis","PG",94,95,77,95,90,83,60,NA,NA,NA
"229",NA,"Sidney Moncrief","SG",94,88,85,82,94,93,69,NA,NA,NA
"230",NA,"Willis Reed","C",94,80,97,52,89,92,97,NA,NA,NA
"231",NA,"Amar'e Stoudemire","PF",94,83,96,50,87,83,95,NA,NA,NA
"232",NA,"Mitch Richmond","SG",94,97,81,81,91,82,60,NA,NA,NA
"233",NA,"C.J. McCollum","SG",94,98,67,83,83,72,57,NA,NA,NA
"234",NA,"Shawn Marion","SF",94,90,90,58,89,90,97,NA,NA,NA
"235",NA,"Bob McAdoo","C",94,67,97,78,87,89,97,NA,NA,NA
"236",NA,"Glen Rice","SF",94,96,77,70,84,75,61,NA,NA,NA
"237",NA,"Pau Gasol","C",94,80,86,69,75,81,92,NA,NA,NA
"238",NA,"Danny Granger","SF",93,96,79,80,85,79,64,NA,NA,NA
"239",NA,"Jermaine O'Neal","PF",93,84,88,56,76,74,92,NA,NA,NA
"240",NA,"George Mikan","C",93,79,90,54,76,82,98,NA,NA,NA
"241",NA,"Bobby Jones","SF",93,71,86,70,82,97,96,NA,NA,NA
"242",NA,"Tim Duncan","PF",93,68,85,54,82,84,94,NA,NA,NA
"243",NA,"Anthony Davis","PF",93,85,89,60,85,91,94,NA,NA,NA
"244",NA,"Giannis Antetokounmpo","SF",93,79,78,85,89,87,94,NA,NA,NA
"245",NA,"Hakeem Olajuwon","C",93,70,87,60,78,89,94,NA,NA,NA
"246",NA,"Carlos Boozer","PF",93,70,95,52,80,80,97,NA,NA,NA
"247",NA,"Michael Jordan","SG",93,87,86,78,89,90,70,NA,NA,NA
"248",NA,"Michael Finley","SF",93,95,86,82,87,84,63,NA,NA,NA
"249",NA,"Bogdan Bogdanovic","SG",93,95,76,82,81,77,53,NA,NA,NA
"250",NA,"Paul Millsap","PF",93,90,89,75,83,85,92,NA,NA,NA
"251",NA,"Damian Lillard","PG",93,95,72,93,89,77,52,NA,NA,NA
"252",NA,"Michael Beasley","SF",93,92,87,77,82,75,90,NA,NA,NA
"253",NA,"Allen Iverson","SG",93,90,64,90,93,78,43,NA,NA,NA
"254",NA,"Demar Derozan","SG",93,94,84,81,84,66,53,NA,NA,NA
"255",NA,"Rajon Rondo","PG",93,84,66,98,93,90,79,NA,NA,NA
"256",NA,"Stephen Curry","PG",93,96,63,90,86,73,52,NA,NA,NA
"257",NA,"Louis Williams","SG",93,97,62,95,78,69,38,NA,NA,NA
"258",NA,"John Stockton","PG",93,92,55,96,81,83,40,NA,NA,NA
"259",NA,"Wilt Chamberlain","C",93,61,93,56,86,83,93,NA,NA,NA
"260",NA,"Karl Malone","PF",93,79,91,66,83,86,92,NA,NA,NA
"261",NA,"Dwight Howard","C",93,57,93,52,84,93,98,NA,NA,NA
"262",NA,"Kevin Garnett","PF",93,76,87,67,78,91,91,NA,NA,NA
"263",NA,"Magic Johnson","PG",93,81,74,97,88,84,73,NA,NA,NA
"264",NA,"Sam Cassell","PG",93,94,68,95,85,78,45,NA,NA,NA
"265",NA,"Steve Smith","SG",93,95,80,81,87,82,58,NA,NA,NA
"266",NA,"Kristaps Porzingis","PF",93,92,91,47,84,82,94,NA,NA,NA
"267",NA,"Luol Deng","SF",93,86,71,60,87,90,68,NA,NA,NA
"268",NA,"Kyrie Irving","PG",93,96,66,93,85,76,42,NA,NA,NA
"269",NA,"Larry Nance","SF",93,80,92,52,81,91,91,NA,NA,NA
"270",NA,"Kevin Martin","SG",93,95,73,72,82,74,39,NA,NA,NA
"271",NA,"Mike Conley","PG",93,94,59,94,86,83,41,NA,NA,NA
"272",NA,"Eric Gordon","SG",93,95,74,89,89,77,32,NA,NA,NA
"273",NA,"Greg Oden","C",93,67,97,30,84,93,98,NA,NA,NA
"274",NA,"Jeff Green","SF",93,90,90,79,85,80,75,NA,NA,NA
"275",NA,"Gordon Hayward","SF",93,94,71,81,84,83,59,NA,NA,NA
"276",NA,"Shawn Kemp","PF",93,81,95,63,92,83,95,NA,NA,NA
"277",NA,"Reggie Lewis","SG",93,92,83,82,88,87,49,NA,NA,NA
"278",NA,"Vernon Maxwell","SG",93,90,63,92,84,90,63,NA,NA,NA
"279",NA,"Sean Elliott","SF",93,93,75,72,82,79,46,NA,NA,NA
"280",NA,"Dale Ellis","SG",93,96,82,82,82,72,60,NA,NA,NA
"281",NA,"Josh Smith","PF",93,87,91,75,90,98,95,NA,NA,NA
"282",NA,"Bruce Bowen","SF",93,93,76,68,90,93,52,NA,NA,NA
"283",NA,"Reggie Theus","PG",93,92,84,95,93,85,76,NA,NA,NA
"284",NA,"Horace Grant","PF",93,66,87,45,69,95,98,NA,NA,NA
"285",NA,"Stephen Jackson","SF",92,92,81,81,82,81,63,NA,NA,NA
"286",NA,"Byron Scott","SG",92,94,69,86,88,84,41,NA,NA,NA
"287",NA,"Caron Butler","SF",92,91,82,81,84,80,75,NA,NA,NA
"288",NA,"Ray Allen","SG",92,96,73,75,85,73,47,NA,NA,NA
"289",NA,"Richard Hamilton","SG",92,96,70,78,81,79,42,NA,NA,NA
"290",NA,"Cliff Robinson","PF",92,88,86,68,85,96,83,NA,NA,NA
"291",NA,"Brandon Ingram","SF",92,93,84,80,83,84,80,NA,NA,NA
"292",NA,"D'Angelo Russell","PG",92,94,68,97,84,73,81,NA,NA,NA
"293",NA,"Larry Johnson","PF",92,84,88,71,83,80,96,NA,NA,NA
"294",NA,"Jason Terry","PG",92,97,63,89,87,66,35,NA,NA,NA
"295",NA,"Paul George","SF",92,93,81,76,87,85,77,NA,NA,NA
"296",NA,"Tobias Harris","SF",92,91,77,70,74,69,84,NA,NA,NA
"297",NA,"Ricky Rubio","PG",92,92,58,98,79,80,48,NA,NA,NA
"298",NA,"Lebron James","SF",92,86,89,86,93,85,71,NA,NA,NA
"299",NA,"Al Horford","C",92,89,85,67,76,87,89,NA,NA,NA
"300",NA,"Toni Kukoc","SF",92,91,81,88,79,81,68,NA,NA,NA
"301",NA,"Joakim Noah","C",92,61,87,57,80,91,95,NA,NA,NA
"302",NA,"Terry Porter","PG",92,94,60,95,84,73,42,NA,NA,NA
"303",NA,"Terry Rozier","PG",92,94,68,92,89,85,69,NA,NA,NA
"304",NA,"Joe Ingles","SF",92,91,74,88,81,78,48,NA,NA,NA
"305",NA,"Draymond Green","PF",92,86,79,87,87,94,98,NA,NA,NA
"306",NA,"Dennis Schroder","PG",92,92,61,95,86,73,62,NA,NA,NA
"307",NA,"Eric Bledsoe","PG",92,93,72,95,90,85,50,NA,NA,NA
"308",NA,"Karl-Anthony Towns","C",92,87,92,65,82,82,95,NA,NA,NA
"309",NA,"Trey Burke","PG",92,95,61,96,82,74,35,NA,NA,NA
"310",NA,"Brook Lopez","C",92,84,91,57,71,86,96,NA,NA,NA
"311",NA,"Andrew Wiggins","SF",92,92,83,74,88,83,64,NA,NA,NA
"312",NA,"John Starks","SG",92,94,75,93,87,87,36,NA,NA,NA
"313",NA,"Hal Greer","SG",92,95,67,89,85,85,62,NA,NA,NA
"314",NA,"James Harden","SG",92,94,80,93,90,70,67,NA,NA,NA
"315",NA,"Jerry Stackhouse","SG",92,92,88,80,90,80,64,NA,NA,NA
"316",NA,"Ben Wallace","C",92,42,85,52,89,95,96,NA,NA,NA
"317",NA,"Vince Carter","SF",92,90,83,81,90,80,70,NA,NA,NA
"318",NA,"Kobe Bryant","SG",92,90,82,78,91,81,60,NA,NA,NA
"319",NA,"Jimmy Butler","SG",92,91,80,82,87,87,61,NA,NA,NA
"320",NA,"Jeremy Lin","PG",92,91,67,97,80,78,48,NA,NA,NA
"321",NA,"Steve Francis","PG",92,92,77,96,90,79,55,NA,NA,NA
"322",NA,"Allan Houston","SG",92,97,72,79,85,80,43,NA,NA,NA
"323",NA,"Devin Booker","SG",92,96,73,86,75,72,71,NA,NA,NA
"324",NA,"Devin Booker","SG",92,96,73,86,75,72,71,NA,NA,NA
"325",NA,"Chris Paul","PG",92,93,64,96,86,83,43,NA,NA,NA
"326",NA,"Nikola Jokic","C",92,83,82,80,83,83,97,NA,NA,NA
"327",NA,"David Robinson","C",92,74,90,51,81,89,90,NA,NA,NA
"328",NA,"Kemba Walker","PG",92,94,62,94,86,72,45,NA,NA,NA
"329",NA,"Donovan Mitchell","SG",92,94,73,87,89,81,50,NA,NA,NA
"330",NA,"Andre Drummond","C",92,49,93,75,83,92,99,NA,NA,NA
"331",NA,"Andre Drummond","C",92,49,93,75,83,92,99,NA,NA,NA
"332",NA,"Mark Eaton","C",92,48,74,35,66,85,96,NA,NA,NA
"333",NA,"Rony Seikaly","C",92,70,81,52,76,78,92,NA,NA,NA
"334",NA,"Bob Love","PF",92,83,86,56,77,84,80,NA,NA,NA
"335",NA,"Spencer Haywood","PF",92,71,88,55,83,76,95,NA,NA,NA
"336",NA,"Kenyon Martin","PF",92,72,90,52,84,84,96,NA,NA,NA
"337",NA,"Mike Bibby","PG",92,91,60,91,81,70,44,NA,NA,NA
"338",NA,"David Lee","PF",92,69,88,70,74,75,96,NA,NA,NA
